,COPEC,CMPC,CCU,ENEL,FALABELLA,RIPLEY,POLPAICO,IPSA,IGPA
2018-04-01 00:00:00,10013.0,2501.4,8489.2,487.24,5937.3,661.19,8100.0,5710.9,28699.31
2018-05-01 00:00:00,9632.7,2390.0,8034.3,452.97,5906.3,632.77,8100.0,5455.09,27625.84
2018-06-01 00:00:00,10048.0,2403.7,8175.9,438.5,5993.8,618.34,8070.0,5301.25,26843.21
2018-07-01 00:00:00,10235.0,2580.3,8672.6,451.0,5930.7,599.69,8130.0,5434.44,27360.34
2018-08-01 00:00:00,10393.0,2682.8,8969.6,438.43,5412.8,580.02,8130.0,5270.43,26589.85
2018-09-01 00:00:00,10162.0,2654.8,9168.8,461.49,5354.0,614.82,8130.0,5283.53,26885.86
2018-10-01 00:00:00,9755.8,2382.7,8652.1,421.25,5250.1,591.36,8130.0,5104.33,25979.23
2018-11-01 00:00:00,9069.5,2322.6,8785.1,423.0,4991.4,587.86,9000.0,5111.88,25965.55
2018-12-01 00:00:00,8327.8,2206.1,8915.6,417.78,5089.6,577.24,9000.0,5105.43,25949.84
2019-01-01 00:00:00,9000.0,2370.0,8915.0,458.5,5265.0,585.0,9000.0,5405.61,27317.47
2019-02-01 00:00:00,8900.0,2460.0,9275.0,436.33,5100.0,552.0,8040.0,5287.54,26797.42
2019-03-01 00:00:00,8639.9,2400.0,9742.1,441.32,5060.0,555.23,8040.0,5259.41,26643.94
2019-04-01 00:00:00,8500.0,2279.8,9360.0,436.0,4999.9,583.32,8040.0,5187.1,26331.76
2019-05-01 00:00:00,7340.2,1885.0,9599.7,414.01,4280.0,505.0,8040.0,4977.09,25352.28
2019-06-01 00:00:00,7372.87,1846.14,9105.02,395.51,4391.76,513.08,7717.19,5070.71,25782.14
2019-07-01 00:00:00,6415.51,1638.69,9410.21,379.07,4317.42,493.6,7717.19,4972.36,25280.7
2019-08-01 00:00:00,6456.23,1652.59,7808.47,359.09,4019.67,475.07,7717.19,4804.37,24278.74
2019-09-01 00:00:00,6827.65,1690.97,7765.67,364.73,4044.48,494.55,7717.19,5059.04,25455.44
2019-10-01 00:00:00,6585.43,1684.99,7055.18,297.29,3746.73,406.66,7717.19,4744.13,23838.15
2019-11-01 00:00:00,6355.92,1739.83,7064.81,300.34,3205.71,318.8,7717.19,4538.8,22705.71
2019-12-01 00:00:00,6703.51,1834.54,7096.89,340.58,3216.73,320.4,7717.19,4669.85,23393.53
2020-01-01 00:00:00,7090.83,1829.56,6803.19,329.98,3116.48,354.79,7717.19,4572.06,22958.19
2020-02-01 00:00:00,6305.27,1645.11,5916.32,300.19,2699.63,304.04,7717.19,4122.63,20748.06
2020-03-01 00:00:00,4866.35,1823.58,5652.57,279.57,1871.88,184.85,7717.19,3487.49,17486.77
2020-04-01 00:00:00,5182.06,1794.56,5938.35,286.89,2262.92,247.04,,3977.56,19823.33
2020-05-01 00:00:00,5050.0,1630.0,5728.53,275.0,1865.0,209.0,,3647.6,18362.54
2020-06-01 00:00:00,5510.0,1632.0,5854.22,309.59,2600.0,267.0,,3959.02,19969.02
2020-07-01 00:00:00,6180.0,1677.0,5820.57,299.78,2700.0,259.0,8040.0,4017.08,20271.65
2020-08-01 00:00:00,5701.0,1615.0,5058.58,279.48,2450.0,285.0,8040.0,3767.15,19177.0
2020-09-01 00:00:00,5888.0,1650.0,5018.2,265.0,2300.0,215.0,,3637.3,18461.98
2020-10-01 00:00:00,5900.0,1608.1,4255.82,240.22,2120.0,192.86,8040.0,3539.92,17918.79
2020-11-01 00:00:00,6050.0,1650.1,5334.62,240.0,2611.0,240.0,8040.0,4032.87,20229.06
2020-12-01 00:00:00,7210.0,1870.0,5247.0,266.86,2630.0,221.0,,4177.22,21007.46
2021-01-01 00:00:00,7720.0,1965.0,6020.0,265.0,2515.5,218.0,,4288.65,21681.02
2021-02-01 00:00:00,8161.0,2110.2,6245.0,265.11,2999.0,233.0,,4573.37,23099.23
2021-03-01 00:00:00,8898.0,2313.0,6318.0,253.01,3272.0,260.1,,4898.09,24687.27
2021-04-01 00:00:00,7654.0,1975.0,6540.0,239.49,3210.0,227.01,,4472.84,22623.22
2021-05-01 00:00:00,7310.0,1870.0,6500.0,219.99,3272.4,204.51,8040.0,4356.43,21911.02
