,COPEC,CMPC,CCU,ENEL,FALABELLA,RIPLEY,POLPAICO,IPSA,IGPA
1993-11-01 00:00:00,-0.04652001563489261,-0.031962462846355066,0.14082922572391698,0.11167897363233337,,,,0.06508146646301949,0.057026468937172226
1993-12-01 00:00:00,0.1857171457950928,0.186113142673614,0.1076324520610834,0.09596039114591104,,,,0.16540515944867362,0.14181311995704782
1994-01-01 00:00:00,0.11715509215066344,0.2038682401877665,0.1045428815569478,0.13976194237515926,,,,0.12933463114410682,0.16558910538506133
1994-02-01 00:00:00,0.09119023806459658,0.03795432327576709,-0.08434067107841425,0.05292240145434235,,,,-0.013906246303874603,-0.015530300327322166
1994-03-01 00:00:00,-0.07622736538788466,-0.15415067982725805,-0.2231425369348754,-0.020834086902842053,,,,-0.12591880828296098,-0.11846940302216602
1994-04-01 00:00:00,0.18067002875548166,0.031363089799043564,-0.08338050635398542,0.09626666003028195,,,,0.09203672720181544,0.043012421676410284
1994-05-01 00:00:00,0.1600365120045204,0.14684624412998204,0.09826674529842006,0.17656890430450467,,,,0.08794335862071989,0.056226903556700236
1994-06-01 00:00:00,0.04811924834419834,-0.07284881827119971,-0.09015166268712083,-0.013877905481486152,,,,-0.03999417498515889,-0.023533707760364564
1994-07-01 00:00:00,0.07122750928836741,-0.022457051197586786,-0.0990915861901529,0.004215994569749526,,,,0.00531840665254002,-0.010616621245779001
1994-08-01 00:00:00,0.18492233849401174,0.20940396313874476,0.19904900399934888,0.04121026864666266,,,,0.11039489589899354,0.11539027229713561
1994-09-01 00:00:00,-0.020998146839772858,-0.023304367296526962,-0.0147449273089304,0.08623467792145689,,,,0.049147483272569126,0.052900827884570845
1994-10-01 00:00:00,0.1989813020351301,0.05505907428402512,0.08490884482006855,0.09245711082191921,,,,0.10234369389189446,0.10631315389923479
1994-11-01 00:00:00,-0.039916607405443116,-0.008981087946586364,-0.027199870155600436,-0.018349138668196652,,,,-0.0244096945074741,0.0068849815470120035
1994-12-01 00:00:00,0.04122010530888698,-0.008133578208695091,-0.042964047355537716,-0.08845542056186328,,,,-0.05795857631390078,-0.048944599987617465
1995-01-01 00:00:00,0.07766840254690699,0.11889615873352888,-0.12175503426572742,-0.08753700118044438,,,,-0.048875015506085084,-0.0029159382107977194
1995-02-01 00:00:00,-0.06601275580784627,0.09969321996560776,-0.03933227324980315,-0.030426686630708133,,,,-0.03614407497777794,-0.016980678464650012
1995-03-01 00:00:00,-0.048361071693420854,-0.05244085278454502,0.04208379795093009,-0.0465974479784208,,,,-0.019789638622526695,-0.00830585237427428
1995-04-01 00:00:00,0.039740328649513934,0.04069232022723135,0.010931009144105275,0.08644335652562063,,,,0.06782877489395034,0.03485140529028996
1995-05-01 00:00:00,-0.04879016416943216,0.013209342044534722,0.047752146144153684,-0.018928009885518904,,,,0.07888371200112765,0.10681663656092333
1995-06-01 00:00:00,0.07020425867324853,-0.0014608094872210486,0.033124785088623376,0.04969966855227259,,,,0.02294132522134973,0.014957334466073391
1995-07-01 00:00:00,0.03333642026759165,-0.02948525426024773,-0.048788384558259956,-0.11653381625595127,,,,-0.04191820915374844,-0.0009729204594268737
1995-08-01 00:00:00,-0.04184710993550045,-0.021416199227322075,-0.12903022777469708,-0.14916934947705407,,,,-0.03875604145797684,-0.021498093638030014
1995-09-01 00:00:00,-0.08468308723003837,-0.03280264136372768,0.017801766221719362,0.03495501503357623,,,,-0.023640463223874697,-0.036340018258872675
1995-10-01 00:00:00,-0.0598981415810691,-0.04047986703580442,0.1268920610226143,0.0987739865235131,,,,0.035760313104614916,0.016654409095499645
1995-11-01 00:00:00,-0.07963126969200651,-0.06840806714888892,-0.08648210913430887,-0.08268277326097451,,,,-0.04969020055695683,-0.06100929167088154
1995-12-01 00:00:00,-0.07205331764005773,-0.054558639164389966,0.057570933827235216,0.10253963931618504,,,,0.06531999966279223,0.03092106085139612
1996-01-01 00:00:00,-0.04046286361318163,-0.07771548346780488,-0.14494653238327704,-0.0913350403033224,,,,0.031175929409262615,-0.014346396057824506
1996-02-01 00:00:00,-0.10462935141241747,-0.0286876009482242,0.023156795244431372,0.0027816429618772176,,,-0.021506205220964247,0.0,-0.012444987603702273
1996-03-01 00:00:00,-0.05813602658766914,-0.10282883218092032,0.01494457061854515,-0.053244514518812736,,,-0.1910552367627094,-0.04188356683509298,-0.04810717575922929
1996-04-01 00:00:00,0.09402894964827624,0.11727550143367615,-0.002972307895633186,0.015504186535965303,,,,0.040878284088600836,0.03214903050646889
1996-05-01 00:00:00,0.006389798098770605,-0.059082782611127094,0.055067755925070294,-0.02729214228800725,,,,-0.020401349087464382,-0.015127224097408742
1996-06-01 00:00:00,0.11990392722552112,0.07332371430659546,0.06799729432830048,0.11558474943368591,,,0.1805839368954132,0.04538901669499218,0.0296957714115198
1996-07-01 00:00:00,-0.028655255760376086,0.06264806421522806,-0.005277989277729489,-0.05985467182514537,,,0.0,-0.023539198838762765,-0.011786843743530895
1996-08-01 00:00:00,-0.03852328199633526,-0.023025423098880893,-0.1640788090995713,-0.03229150463652353,,,0.0,-0.03484589333935162,-0.03922100326697375
1996-09-01 00:00:00,0.06151280022103389,0.011578981349142481,0.05222755547589841,-0.015564516541111573,,,0.0,0.025378214797432186,0.020894798088619382
1996-10-01 00:00:00,-0.03468555798789019,0.013344801030539699,-0.030031591715701467,0.003913899321136505,,,0.0,0.0007849566938062935,-0.005310543367009757
